,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,polarity_api_output
11634,12368,29539,29539,41101,1349020475641491459,1349020475641491459,2021-01-12 21:18:39,2021-01-12,21:18:39,530,2600247852,muscfoundation,MUSC Foundation,,"If you are 70 years old or older, you are now eligible to get a #COVID19 #vaccine in South Carolina. <USER> is also administering vaccinations to health care workers in Phase 1a. Make your appointment <EMOJI:right_arrow> #changingwhatspossible",en,"[{'screen_name': 'muschealth', 'name': 'musc health', 'id': '16192206'}]",['https://buff.ly/39ksSg8'],['https://pbs.twimg.com/media/Eriu-UPW4AEaHoY.jpg'],1.0,10.0,14.0,"['covid19', 'vaccine', 'changingwhatspossible']",[],https://twitter.com/MUSCFoundation/status/1349020475641491459,False,,1.0,https://pbs.twimg.com/media/Eriu-UPW4AEaHoY.jpg,,,,,,,[],,,,,POSITIVE
5479,5819,22990,22990,32713,1363405625066217473,1363405625066217473,2021-02-21 14:00:06,2021-02-21,14:00:06,530,1195054054952570881,rembroiderer,RadicalEmbroider🇪🇺🇳🇿🏴󠁧󠁢󠁳󠁣󠁴󠁿🔥#BLM #FBPA,,#COVID19 a handkerchief Part 5 (viii) Vaccine Nationalism Just 10 countries have administered 75% of all Covid-19 vaccines while more than 130 countries have not received a single dose. (PS What does surplus doses mean? Word salad!) #vaccine #vaccinenationalism #embroidery,en,[],[],['https://pbs.twimg.com/media/EuvHbH4XIAECaSM.jpg'],0.0,3.0,22.0,"['covidー19', 'vaccine', 'vaccinenationalism', 'embroidery']",[],https://twitter.com/REmbroiderer/status/1363405625066217473,False,,1.0,https://pbs.twimg.com/media/EuvHbH4XIAECaSM.jpg,,,,,,,[],,,,,POSITIVE
12221,12983,30154,30154,41929,1347582319079550977,1347582319079550977,2021-01-08 22:03:56,2021-01-08,22:03:56,530,130377372,keyakahe,Keya Ghosh,,"Liberal Logic: Modi did not invent #vaccine, so he does not deserve any credit for such fast preparation of vaccine. My Question : Never heard Rajiv Gandhi was a famous sportsperson, so why an award in his name?",en,[],[],[],2.0,16.0,51.0,['vaccine'],[],https://twitter.com/keyakahe/status/1347582319079550977,False,,0.0,,,,,,,,[],,,,,POSITIVE
3259,3451,20622,20622,29634,1369015847415668736,1369015847415668736,2021-03-09 01:33:07,2021-03-09,01:33:07,530,134975165,annette_taddeo,Annette Taddeo (She/Her/Ella),,"#BREAKING No Plan Ron addresses #vaccine eligibility<EMOJI:syringe> But why not lower to 50+? We have the supply, let the people get vaccinated!!",en,[],[],[],3.0,7.0,27.0,"['breaking', 'vaccine']",[],https://twitter.com/Annette_Taddeo/status/1369015847415668736,False,https://twitter.com/MaryEllenKlas/status/1369004200521310216,0.0,,,,,,,,[],,,,,POSITIVE
4591,4869,22040,22040,31515,1365587158547972097,1365587158547972097,2021-02-27 14:28:44,2021-02-27,14:28:44,530,39742016,weoncologists,Gil Morgan,,So...What happens when women undergo #BreastCancer imaging<EMOJI:woman>right after the #COVID19 #vaccine <EMOJI:syringe>in the arm &amp; they develop swollen lymph nodes in that arm pit<EMOJI:question_mark> Nice pragmatic recommendations<EMOJI:thinking_face> #BCSM,en,[],['https://www.ajronline.org/doi/10.2214/AJR.21.25688'],['https://pbs.twimg.com/media/EvOKR-sWQAMLxVr.jpg'],0.0,9.0,16.0,"['breastcancer', 'covid19', 'vaccine', 'bcsm']",[],https://twitter.com/weoncologists/status/1365587158547972097,False,,1.0,https://pbs.twimg.com/media/EvOKR-sWQAMLxVr.jpg,,,,,,,[],,,,,POSITIVE
3693,3910,21081,21081,30208,1367651359495962630,1367651359495962630,2021-03-05 07:11:08,2021-03-05,07:11:08,530,233788247,meganranney,Megan Ranney MD MPH 🗽,,"Black &amp; Brown communities must have access to #covid19 #vaccine education &amp; be part of the conversation. Please SHARE #BetweenUsAboutUs, VISIT the site for more info, &amp; a BIG thank you to its brilliant creators <USER> <EMOJI:red_heart>",en,"[{'screen_name': 'rheaboydmd', 'name': 'rhea boyd md, mph', 'id': '519818299'}]","['http://betweenusaboutus.co/meganranney', 'https://twitter.com/RheaBoydMD/status/1367489151000600581?s=20']",[],5.0,20.0,46.0,"['covid19', 'vaccine', 'betweenusaboutus']",[],https://twitter.com/meganranney/status/1367651359495962630,False,https://twitter.com/RheaBoydMD/status/1367489151000600581?s=20,0.0,,,,,,,,[],,,,,POSITIVE
8121,8641,25812,25812,36287,1356502613131321344,1356502613131321344,2021-02-02 12:50:00,2021-02-02,12:50:00,530,202555834,askaudreylike,"Reggie, Blackrock Road",,'The EU vaccine purchasing crowd would struggle to find a shillelagh shop in Killarney' #ReggieRants #Vaccine #Cork,en,[],[],[],1.0,1.0,44.0,"['reggierants', 'vaccine', 'cork']",[],https://twitter.com/Askaudreylike/status/1356502613131321344,False,,1.0,https://pbs.twimg.com/ext_tw_video_thumb/1356238178387173377/pu/img/WExphE6rPJ9gWgwU.jpg,,,,,,,[],,,,,POSITIVE
12435,13208,30379,30379,42210,1347188217171365894,1347188217171365894,2021-01-07 19:57:55,2021-01-07,19:57:55,530,113476721,libdemdaisy,Daisy Cooper MP 🔶,,".<USER> have asked the Govt to prioritise teachers &amp; school staff for the #Covid19 #vaccine. With the Prime Minister admitting that schools are the epicentre of so much community transmission, its vital that we protect those at such high exposure to the virus <EMOJI:backhand_index_pointing_down>",en,"[{'screen_name': 'libdems', 'name': 'liberal democrats', 'id': '5680622'}]",[],['https://pbs.twimg.com/media/ErIsibOXYAAKsxe.jpg'],30.0,101.0,286.0,"['covid19', 'vaccine']",[],https://twitter.com/libdemdaisy/status/1347188217171365894,False,,1.0,https://pbs.twimg.com/media/ErIsibOXYAAKsxe.jpg,,,,,,,[],,,,,POSITIVE
5664,6015,23186,23186,32976,1362815927708835842,1362815927708835842,2021-02-19 22:56:51,2021-02-19,22:56:51,530,590211920,libertytarian,David Knight,,"Why are conservatives begging for a #Gates #vaccine? Is it because Trump created it w #OperationWarpSpeed? It's the fake left/right paradigm of #globalism But sure, beg your masters maybe if you inject everything they tell you, they'll give you permission to live your life",en,[],[],[],7.0,36.0,140.0,"['gates', 'vaccine', 'operationwarpspeed', 'globalism']",[],https://twitter.com/libertytarian/status/1362815927708835842,False,https://twitter.com/charliekirk11/status/1362814998372737024,0.0,,,,,,,,[],,,,,POSITIVE
2723,2890,20061,20061,28920,1370378519751053315,1370378519751053315,2021-03-12 19:47:54,2021-03-12,19:47:54,530,377424155,sarahbeckman3,Sarah Beckman,,ICYMI: 2 Iowa dads w/ programming skills have taken it upon themselves to help eligible Iowans find #vaccine appointments. Thanks to <USER> for the interview.,en,"[{'screen_name': 'iavaccinealerts', 'name': 'iowa vaccine alerts', 'id': '1369670991899746304'}]",['https://www.weareiowa.com/article/news/health/coronavirus/vaccine/iowa-programmers-help-schedule-covid-vaccine-appointments-fill-hole-left-by-state/524-5c70ddf3-8d8b-4d33-8654-5aa6dce81f6e'],[],5.0,27.0,172.0,['vaccine'],[],https://twitter.com/SarahBeckman3/status/1370378519751053315,False,,0.0,,,,,,,,[],,,,,POSITIVE
4942,5236,22407,22407,31976,1364934904895668226,1364934904895668226,2021-02-25 19:16:55,2021-02-25,19:16:55,530,593562204,wurbvr,WUR Bioveterinary,,#RiftValleyFever | We developed both a human and veterinary #vaccine against the disease. Read the interview with virologist Jeroen Kortekaas about it.,en,[],['https://www.resource-online.nl/index.php/2021/02/25/zo-ontwikkel-je-rift-valley-fever-virus-vaccin/?lang=en'],[],0.0,7.0,18.0,"['riftvalleyfever', 'vaccine']",[],https://twitter.com/WURbvr/status/1364934904895668226,False,,0.0,,,,,,,,[],,,,,POSITIVE
923,982,18153,18153,26392,1374736160078106627,1374736160078106627,2021-03-24 20:23:36,2021-03-24,20:23:36,530,3194017729,angelitoforwi,Angelito for Treasurer,,"We just got our first dose of the Pfizer COVID-19 vaccine! There is a light at the end of the tunnel, and Im feeling hopeful. Thank you to the our healthcare workers for all the work they do! #vaccine #hopeful",en,[],[],['https://pbs.twimg.com/media/ExQLPw2WQAIX4HM.jpg'],0.0,0.0,13.0,"['vaccine', 'hopeful']",[],https://twitter.com/AngelitoForWI/status/1374736160078106627,False,,1.0,https://pbs.twimg.com/media/ExQLPw2WQAIX4HM.jpg,,,,,,,[],,,,,POSITIVE
11015,11706,28877,28877,40220,1350205084530077698,1350205084530077698,2021-01-16 03:45:52,2021-01-16,03:45:52,530,15338284,wendi_c_thomas,Wendi C. Thomas,,What inequality looks like: No internet? No #COVID #vaccine appointment. Health equity experts say that for solutions <USER> should borrow a page from GOTV campaigns. The latest from <USER> and me for <USER>,en,"[{'screen_name': 'shelbytnhealth', 'name': 'shelby county health', 'id': '488793283'}, {'screen_name': 'hgrabenstein', 'name': 'hannah grabenstein', 'id': '50848585'}, {'screen_name': 'mlk50memphis', 'name': 'mlk50: justice through journalism', 'id': '753734660807467009'}]",['https://mlk50.com/2021/01/15/what-inequality-looks-like-no-internet-no-covid-vaccine-appointment/'],[],1.0,15.0,31.0,"['covid', 'vaccine']",[],https://twitter.com/wendi_c_thomas/status/1350205084530077698,False,,0.0,,,,,,,,[],,,,,POSITIVE
996,1058,18229,18229,26486,1374536772231725056,1374536772231725056,2021-03-24 07:11:18,2021-03-24,07:11:18,530,833526583767949313,aushcsols,Lachie Strahan,,"The COVID-19 #vaccine roll-out has started in , with Prime Minister Sogavare, Heath Minister Togamana &amp; Attorney-General Muria leading the way &amp; getting their #AstraZeneca jabs. , , , &amp; funding for #COVAX is making this possible. WHO &amp; UNICEF are doing a great job.",en,[],[],"['https://pbs.twimg.com/media/ExNV5DAVIAAVetQ.jpg', 'https://pbs.twimg.com/media/ExNV5C5UUAMFFzA.jpg', 'https://pbs.twimg.com/media/ExNV5C8U8AEZJYg.jpg', 'https://pbs.twimg.com/media/ExNV5C_VoAAHECm.jpg']",0.0,25.0,129.0,"['vaccine', 'astrazeneca', 'covax']",[],https://twitter.com/AusHCSols/status/1374536772231725056,False,,1.0,https://pbs.twimg.com/media/ExNV5DAVIAAVetQ.jpg,,,,,,,[],,,,,POSITIVE
8808,9386,26557,26557,37252,1354967217914445829,1354967217914445829,2021-01-29 07:08:53,2021-01-29,07:08:53,530,24365670,artemis22,Lisa Woods 🌊 🦋 🌊 💉💉💉,,Quick Update: Hello All. I got the first dose of the Pfizer #vaccine #CovidVaccine today at 1 PM. So far Ive only had a couple of small effects. Just a sore arm ( no more sore than a flu shot). This happened about 6hrs after. I got mild nausea. I feel a little achy.,en,[],[],[],1.0,1.0,40.0,"['vaccine', 'covidvaccine']",[],https://twitter.com/artemis22/status/1354967217914445829,False,https://twitter.com/artemis22/status/1353376229852897282,0.0,,,,,,,,[],,,,,POSITIVE
8272,8808,25979,25979,36503,1356175060055285761,1356175060055285761,2021-02-01 15:08:25,2021-02-01,15:08:25,530,859657927,bear44willis,andrew willis,,FACTS you should consider before taking the #vaccine The vaccine is not a vaccine by any legal definition. No mRNA vaccine has ever been approved for use on humans due to the catastrophic effects it had on animals. Moderna have never had any product approved for use.,en,[],[],[],0.0,11.0,12.0,['vaccine'],[],https://twitter.com/bear44willis/status/1356175060055285761,False,,0.0,,,,,,,,[],,,,,POSITIVE
10026,10667,27838,27838,38809,1352332521434976256,1352332521434976256,2021-01-22 00:39:32,2021-01-22,00:39:32,530,1246938927421886467,denise__headley,Denise Headley,,Why are BAME communities less likely to take the vaccine and what measures are needed to make us more comfortable to take it? Join <USER> and myself at 8pm to discuss this. #Sage #vaccine #BAME #COVID19Vaccines call in on 0345 6060973 <USER> <USER>,en,"[{'screen_name': 'iaindale', 'name': 'iain dale ⚒️', 'id': '5838002'}, {'screen_name': 'lbc', 'name': 'lbc', 'id': '20973388'}, {'screen_name': 'globalplayer', 'name': 'global player', 'id': '823929856660480000'}]",[],[],24.0,7.0,30.0,"['sage', 'vaccine', 'bame', 'covid19vaccines']",[],https://twitter.com/Denise__Headley/status/1352332521434976256,False,,1.0,https://pbs.twimg.com/ext_tw_video_thumb/1352330106623111168/pu/img/akEB5blMK-ApbWwI.jpg,,,,,,,[],,,,,POSITIVE
12034,12788,29959,29959,41675,1348021539044810760,1348021539044810760,2021-01-10 03:09:14,2021-01-10,03:09:14,530,3429955204,drjdrooghaag,Dr. ir Johannes Drooghaag (JD) 🛡 #ZDay2021,,<EMOJI:blue_circle> COVID-19 and how Boris Johnson got it all wrong. Again! #COVID19 #Healthcare #Leadership #pandemic #vaccine #economy #UK #GB via <USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER>,en,"[{'screen_name': 'drjdrooghaag', 'name': 'dr. ir johannes drooghaag (jd) 🛡 #zday2021', 'id': '3429955204'}, {'screen_name': 'drumeshprabhu', 'name': 'dr umesh prabhu', 'id': '489371892'}, {'screen_name': 'nevillegaunt', 'name': 'neville gaunt 💡💡💡', 'id': '351408233'}, {'screen_name': 'dkell999', 'name': '\U0001f7e3denise kelly rn #fairpayfornursing 💙☘️👩\u200d🎓🌎', 'id': '275631336'}, {'screen_name': 'frronconi', 'name': 'franco ronconi 🇮🇹', 'id': '1409726425'}, {'screen_name': 'tomraftery', 'name': 'tom raftery', 'id': '797835'}, {'screen_name': 'fabriziobustama', 'name': 'fabrizio bustamante', 'id': '326229600'}, {'screen_name': 'akwyz', 'name': '\U0001f7e3 antonio vieira santos #iaa21', 'id': '19485870'}, {'screen_name': 'smartestnk', 'name': '🌪nana kay', 'id': '351128331'}]",['https://link.medium.com/3PVHECSQUcb'],[],2.0,6.0,12.0,"['covid19', 'healthcare', 'leadership', 'pandemic', 'vaccine', 'economy', 'uk', 'gb']",[],https://twitter.com/DrJDrooghaag/status/1348021539044810760,False,,0.0,,,,,,,,[],,,,,POSITIVE
8954,9538,26709,26709,37442,1354751521422893065,1354751521422893065,2021-01-28 16:51:47,2021-01-28,16:51:47,530,918829268372635648,takeshi_kasai,Dr Takeshi Kasai,,Good to touch base with #Pacific Island Ministers of Health today about #COVID19 vaccination. Thank you <EMOJI:folded_hands><EMOJI:medium_skin_tone> to #Pasifika leaders who shared their experiences of #vaccine rollout. Your insights are invaluable for other countries as they prepare for vaccination.,en,[],[],['https://pbs.twimg.com/media/Es0KwhGU0AMobTb.jpg'],1.0,4.0,36.0,"['pacific', 'covid19', 'pasifika', 'vaccine']",[],https://twitter.com/takeshi_kasai/status/1354751521422893065,False,,1.0,https://pbs.twimg.com/media/Es0KwhGU0AMobTb.jpg,,,,,,,[],,,,,POSITIVE
9210,9811,26982,26982,37759,1354176204262187008,1354176204262187008,2021-01-27 02:45:41,2021-01-27,02:45:41,530,20887386,irishlaborer,Patrick Henning,,Great news! <USER> Inc. will be able to supply the U.S. with 200 million #Covid19 #vaccine doses two months sooner than previously expected ! via <USER>,en,"[{'screen_name': 'pfizer', 'name': 'pfizer inc.', 'id': '56488059'}, {'screen_name': 'business', 'name': 'bloomberg', 'id': '34713362'}]",['https://www.bloomberg.com/news/articles/2021-01-26/pfizer-to-deliver-u-s-vaccine-doses-faster-than-expected-ceo'],[],0.0,0.0,16.0,"['covid19', 'vaccine']",[],https://twitter.com/IrishLaborer/status/1354176204262187008,False,,0.0,,,,,,,,[],,,,,POSITIVE
4795,5081,22252,22252,31774,1365229032061681664,1365229032061681664,2021-02-26 14:45:40,2021-02-26,14:45:40,530,229665860,maysoonzayid,Maysoon,,Hey yall #vaccine sites are inherently ableist and have like no accommodations even though this is a round where a lot of disabled people are included and a lot of elderly people needed the accommodations too nice work,en,[],[],[],4.0,2.0,21.0,['vaccine'],[],https://twitter.com/maysoonzayid/status/1365229032061681664,False,,0.0,,,,,,,,[],,,,,POSITIVE
2265,2405,19576,19576,28286,1371633962209009668,1371633962209009668,2021-03-16 06:56:34,2021-03-16,06:56:34,530,299660811,stuartbasten,Stuart Gietel-Basten,,"What am I up to today? Not much, only engaging in one of the greatest medical achievements of our time. #vaccine #HongKong. And even some sightseeing on the way <EMOJI:party_popper> Super efficient and caring. #vaccinated <USER> you'd be proud<EMOJI:grinning_face_with_smiling_eyes>",en,"[{'screen_name': 'karengrepin', 'name': 'dr. karen grépin', 'id': '18677031'}]",[],"['https://pbs.twimg.com/media/EwkFv09VcAE_Zfr.jpg', 'https://pbs.twimg.com/media/EwkFww5VkAUO-dq.jpg', 'https://pbs.twimg.com/media/EwkF0IIUUAAZFk0.jpg']",4.0,0.0,25.0,"['vaccine', 'hongkong', 'vaccinated']",[],https://twitter.com/stuartbasten/status/1371633962209009668,False,,1.0,https://pbs.twimg.com/media/EwkFv09VcAE_Zfr.jpg,,,,,,,[],,,,,POSITIVE
4559,4833,22004,22004,31470,1365650467888521220,1365650467888521220,2021-02-27 18:40:18,2021-02-27,18:40:18,530,27423868,sabrina_mahtani,Sabrina Mahtani,,"My Uncle died today from #COVID19. Had he been in a ""rich"" country, he would have been vaccinated by now. We are not asking for ""donations"". We are demanding a #TRIPSWaiver so everyone can have a fair shot at a #vaccine. It's the only way to end the pandemic. #PeoplesVaccine",en,[],[],[],15.0,10.0,47.0,"['covid19', 'tripswaiver', 'vaccine', 'peoplesvaccine']",[],https://twitter.com/Sabrina_Mahtani/status/1365650467888521220,False,https://twitter.com/amnestypress/status/1363883059788013571,0.0,,,,,,,,[],,,,,POSITIVE
339,363,17534,17534,25556,1376304774891458560,1376304774891458560,2021-03-29 04:16:43,2021-03-29,04:16:43,530,870037900712431624,nhlbi_translate,"George Mensah, MD",,.<USER> Strategies that prioritize high-risk geographic areas for #COVID #vaccine at all ages better target #mortality risk than #age-based strategies alone. Direct prioritization of high-risk #racial/ethnic groups performs even better #NIH_CEAL,en,"[{'screen_name': 'medrxivpreprint', 'name': 'medrxiv', 'id': '921400462838042624'}]",['https://bit.ly/3rDaWoh'],"['https://pbs.twimg.com/media/Exmd5Q3U4AEM8Pj.jpg', 'https://pbs.twimg.com/media/Exmd5Q4VEAMbDaR.jpg', 'https://pbs.twimg.com/media/Exmd5Q4UcAADwGi.png', 'https://pbs.twimg.com/media/Exmd5Q3VEAIza5N.png']",0.0,11.0,20.0,"['covid', 'vaccine', 'mortality', 'age', 'racial', 'nih_ceal']",[],https://twitter.com/NHLBI_Translate/status/1376304774891458560,False,,1.0,https://pbs.twimg.com/media/Exmd5Q3U4AEM8Pj.jpg,,,,,,,[],,,,,POSITIVE
805,856,18027,18027,26226,1375026044537831428,1375026044537831428,2021-03-25 15:35:30,2021-03-25,15:35:30,530,20306022,chadjnewton,Chad Newton,,"Six months ago, I voluntarily received two jabs of an experimental #vaccine to help beat the #coronavirus. Thrilled to hear that I did receive the <USER> vaccinewhich the trial I participated in demonstrated was highly effective. What great news to start my Thursday!",en,"[{'screen_name': 'novavax', 'name': 'novavax', 'id': '2913798339'}]",[],[],3.0,0.0,12.0,"['vaccine', 'coronavirus']",[],https://twitter.com/ChadJNewton/status/1375026044537831428,False,,0.0,,,,,,,,[],,,,,POSITIVE
4430,4696,21867,21867,31292,1366000632214216704,1366000632214216704,2021-02-28 17:51:44,2021-02-28,17:51:44,530,1237699411192557571,warrior_orion,Orion the Mighty Hunter🏹⚔⭐,,"When visitors eventually return to my terrestrial hideout, I will be protected by the #AstraZeneka #vaccine and my customary ancient defences. <EMOJI:grinning_face_with_smiling_eyes><EMOJI:crossed_swords><EMOJI:shield> #lockdown2021",en,[],[],['https://pbs.twimg.com/media/EvUCVc7XcAE9wv6.jpg'],0.0,0.0,13.0,"['astrazeneka', 'vaccine', 'lockdown2021']",[],https://twitter.com/warrior_orion/status/1366000632214216704,False,,1.0,https://pbs.twimg.com/media/EvUCVc7XcAE9wv6.jpg,,,,,,,[],,,,,POSITIVE
1076,1141,18312,18312,26606,1374371337418932233,1374371337418932233,2021-03-23 20:13:56,2021-03-23,20:13:56,530,114718372,russianembassy,"Russian Embassy, UK",,"President #Putin spoke with <USER> President <USER> reaffirming readiness to restore depoliticised #RussiaEU dialogue. Fighting #covid19, incl use of #SputnikV #vaccine, political settlement in #Ukraine, developments in #Belarus and several other topics discussed.",en,"[{'screen_name': 'eucouncil', 'name': 'eu council', 'id': '206717989'}, {'screen_name': 'charlesmichel', 'name': 'charles michel', 'id': '98639150'}]",[],['https://pbs.twimg.com/media/ExK-k10VgAUR3hu.jpg'],5.0,13.0,28.0,"['putin', 'russiaeu', 'covid19', 'sputnikv', 'vaccine', 'ukraine', 'belarus']",[],https://twitter.com/RussianEmbassy/status/1374371337418932233,False,,1.0,https://pbs.twimg.com/media/ExK-k10VgAUR3hu.jpg,,,,,,,[],,,,,POSITIVE
4191,4431,21602,21602,30897,1366584044243226624,1366584044243226624,2021-03-02 08:30:00,2021-03-02,08:30:00,530,303862998,pdchina,"People's Daily, China",,"""From the bottom of my heart and with immense gratitude, I thank you, the Chinese people and government, for being so generous,"" Philippine President Rodrigo Duterte on Monday thanked China again for donating a batch of the Sinovac COVID-19 #vaccine to the #Philippines.",en,[],[],['https://pbs.twimg.com/media/EvcSUvhUcAIJnUb.jpg'],2.0,18.0,29.0,"['vaccine', 'philippines']",[],https://twitter.com/PDChina/status/1366584044243226624,False,,1.0,https://pbs.twimg.com/media/EvcSUvhUcAIJnUb.jpg,,,,,,,[],,,,,POSITIVE
1114,1181,18352,18352,26654,1374321058724016131,1374321058724016131,2021-03-23 16:54:08,2021-03-23,16:54:08,530,49649911,francis_joseph,Francis Joseph,,"With the vaccination open to all above 45 years from 1st April 2021, it's important that teachers in that age group quickly vaccinate themselves to sustain teaching-learning in schools. #vaccinated #vaccine #vaccination #COVID19 #teachers #school #education",en,[],[],[],2.0,7.0,27.0,"['vaccinated', 'vaccine', 'vaccination', 'covidー19', 'teachers', 'school', 'education']",[],https://twitter.com/Francis_Joseph/status/1374321058724016131,False,,0.0,,,,,,,,[],,,,,POSITIVE
2216,2355,19526,19526,28224,1371757852512096257,1371757852512096257,2021-03-16 15:08:52,2021-03-16,15:08:52,530,1266625717,chrisbaracat,Christian Baracat,,You couldn't have done a better job if you *wanted* to increase #vaccine hesitancy. Good job y'all!,en,[],[],[],0.0,0.0,11.0,['vaccine'],[],https://twitter.com/ChrisBaracat/status/1371757852512096257,False,,0.0,,,,,,,,[],,,,,POSITIVE
8725,9298,26469,26469,37137,1355134889394397186,1355134889394397186,2021-01-29 18:15:09,2021-01-29,18:15:09,530,129143625,janehillnews,Jane Hill,,"Needing a positive dose of news? Lots of #vaccine updates for you on <USER> at One. Also possible school reopenings in #Wales, and more about the #digitaldivide #coronavirus #lockdown <USER>",en,"[{'screen_name': 'bbcnews', 'name': 'bbc news (uk)', 'id': '612473'}, {'screen_name': 'bbcone', 'name': 'bbc one', 'id': '871686942'}]",[],[],7.0,4.0,59.0,"['vaccine', 'wales', 'digitaldivide', 'coronavirus', 'lockdown']",[],https://twitter.com/JaneHillNews/status/1355134889394397186,False,,0.0,,,,,,,,[],,,,,POSITIVE
5988,6366,23537,23537,33421,1362024008443699205,1362024008443699205,2021-02-17 18:30:03,2021-02-17,18:30:03,530,2603641800,profhgoossens,Herman GOOSSENS,,#VACCELERATE will receive 12M to establish a clinical research network enabling clinical trials for #COVID19 vaccines. It will act as a single entry point for #vaccine developers and will make use of the LAB-Net network that we coordinate. <USER>,en,"[{'screen_name': 'eu_commission', 'name': 'european commission 🇪🇺', 'id': '157981564'}]",['https://ec.europa.eu/info/news/eu-invest-eu150-million-research-counter-coronavirus-variants-2021-feb-17_en'],[],2.0,14.0,66.0,"['vaccelerate', 'covid19', 'vaccine']",[],https://twitter.com/ProfHGoossens/status/1362024008443699205,False,,0.0,,,,,,,,[],,,,,POSITIVE
6327,6723,23894,23894,33855,1361140603451363331,1361140603451363331,2021-02-15 07:59:43,2021-02-15,07:59:43,530,246130881,chrisreason7,Chris Reason,,"Here it is. Australia's first shipment of the Pfizer vaccine arrives on a Singapore Airlines flight at midday today, in a highly secretive operation. Hopefully the beginning of the end. #COVID19 #vaccine #Hope",en,[],[],[],60.0,58.0,190.0,"['covid19', 'vaccine', 'hope']",[],https://twitter.com/ChrisReason7/status/1361140603451363331,False,,1.0,https://pbs.twimg.com/ext_tw_video_thumb/1361140521712775169/pu/img/VoJywCMDz1nKGffm.jpg,,,,,,,[],,,,,POSITIVE
9043,9631,26802,26802,37557,1354511594168971269,1354511594168971269,2021-01-28 00:58:24,2021-01-28,00:58:24,530,1221779469813407744,hhyotylab,HHyotyLab,,Phase 1 trial of the #Enterovirus #vaccine has started! Results expected by the end of the year! Check out the journey of the vaccine from our website! <USER> <USER> <USER> #T1D #diabetes,en,"[{'screen_name': 'proventionbio', 'name': 'provention bio', 'id': '1254803093037805568'}, {'screen_name': 'vactechcompany', 'name': 'vactech', 'id': '1259881388846841858'}, {'screen_name': 'jdrf', 'name': 'jdrf', 'id': '21927612'}]",['https://research.tuni.fi/virology/diabetes-vaccine-mission/'],['https://pbs.twimg.com/media/EswxHR4XcAAJmba.jpg'],0.0,7.0,21.0,"['enterovirus', 'vaccine', 't1d', 'diabetes']",[],https://twitter.com/HHyotyLab/status/1354511594168971269,False,,1.0,https://pbs.twimg.com/media/EswxHR4XcAAJmba.jpg,,,,,,,[],,,,,POSITIVE
3822,4044,21215,21215,30375,1367432530010456068,1367432530010456068,2021-03-04 16:41:35,2021-03-04,16:41:35,530,130941020,daphnaorenm,Dr. Daphna Oren,,"Got a haircut! In an actual hair salon! This #vaccine thing kind of rocks! [To be clear, was masked the whole time. Took the mask off just for the photo]",en,[],[],['https://pbs.twimg.com/media/EvoYoPXXEAUmgqs.jpg'],0.0,0.0,11.0,['vaccine'],[],https://twitter.com/DaphnaOrenM/status/1367432530010456068,False,,1.0,https://pbs.twimg.com/media/EvoYoPXXEAUmgqs.jpg,,,,,,,[],,,,,POSITIVE
11320,12036,29207,29207,40651,1349683366942142464,1349683366942142464,2021-01-14 17:12:45,2021-01-14,17:12:45,530,23368701,nicstk,Nic Stockmann,,#CommunityPharmacy making headlines today. Wonderful to see recognition for them &amp; our #GP colleagues in recent weeks. #TeamPharmacy #PCN #Vaccine #COVID19 #PharmacyTechnician #Pharmacist #PharmacyAssistant #Pandemic #Frontline,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/ErsJ3VOXIAEPX_o.jpg'],0.0,6.0,22.0,"['communitypharmacy', 'gp', 'teampharmacy', 'pcn', 'vaccine', 'covid19', 'pharmacytechnician', 'pharmacist', 'pharmacyassistant', 'pandemic', 'frontline']",[],https://twitter.com/NicStk/status/1349683366942142464,False,,1.0,https://pbs.twimg.com/tweet_video_thumb/ErsJ3VOXIAEPX_o.jpg,,,,,,,[],,,,,POSITIVE
3543,3747,20918,20918,30004,1368008673809809412,1368008673809809412,2021-03-06 06:50:58,2021-03-06,06:50:58,530,1085986167537971200,churchillcheri,💜Cheri 🌈,,I am feeling very thankful and blessed that I have my first Moderna covid-19 vaccine scheduled for next wednesday #vaccine #Moderna #COVIDVaccination #thankful,en,[],[],[],2.0,0.0,9.0,"['vaccine', 'moderna', 'covidvaccination', 'thankful']",[],https://twitter.com/ChurchillCheri/status/1368008673809809412,False,,0.0,,,,,,,,[],,,,,POSITIVE
